RA;Idade;Sexo;IE;INDE 2022;INDE 2023;INDE 2024;Fase;Turma;Cg;Cf;Ct;Rec Av1;Rec Av2;Rec Av3;Rec Av4;IAA;IEG;IPS;IDA;Mat;Por;Atingiu PV;IPV;IAN;Defasagem;Destaque IEG;Destaque IDA;Destaque IPV;IPP;N_Idade;N_INDE 2022;N_INDE 2023;N_INDE 2024;N_Cg;N_Cf;N_Ct;N_Rec Av1;N_Rec Av2;N_Rec Av3;N_Rec Av4;N_IAA;N_IEG;N_IPS;N_IDA;N_Mat;N_Por;N_IPV;N_IAN;N_Defasagem;N_IPP;N_Sexo;N_Atingiu PV
RA-307;14;Masculino;Escola Pública;4,73;6,51;;3;M;838;136;15;1;0;0;;5,4;4,5;7,5;2,5;5;0;Não;4,71;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,19;0,35;0,27;0,49;;0,97;0,71;0,82;1;0;0;;0,54;0,45;0,67;0,25;0,5;0;0,29;0,33;0,5;0,63;1;0
RA-308;13;Masculino;Escola Pública;6,93;7,06;;3;M;514;66;4;1;0;0;1;7,9;7,4;6,9;5;6,7;5,5;Não;6,17;10;0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,78;0,3;0,61;0,59;;0,6;0,34;0,18;1;0;0;1;0,79;0,74;0,59;0,5;0,67;0,55;0,49;1;0,62;0,57;1;0
RA-309;14;Feminino;Escola Pública;6,15;7,05;;3;M;702;96;11;1;0;0;;9,2;5,2;7,5;6,5;7;6;Não;5,08;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,96;0,35;0,49;0,59;;0,81;0,5;0,59;1;0;0;;0,92;0,52;0,67;0,65;0,7;0,6;0,34;0,33;0,5;0,59;0;0
RA-310;15;Feminino;Escola Pública;6,4;6,49;;3;M;662;87;8;1;0;1;0;7,9;7,5;7,5;4,5;3,7;3,8;Não;6;5;-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,95;0,4;0,53;0,49;;0,77;0,45;0,41;1;0;1;0;0,79;0,75;0,67;0,45;0,37;0,38;0,47;0,33;0,38;0,59;0;0
RA-311;16;Feminino;Escola Pública;5,65;6,15;;3;N;771;114;13;0;0;1;1;7,9;5,6;5;5,2;5;6,2;Não;6,22;2,5;-3;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5,95;0,45;0,41;0,43;;0,89;0,59;0,71;0;0;1;1;0,79;0,56;0,33;0,52;0,5;0,62;0,5;0;0,25;0,46;0;0
RA-312;13;Feminino;Escola Pública;7,34;7,09;;3;N;378;43;5;0;0;0;1;9,6;8,1;7,5;5,2;6;4,5;Não;6,17;10;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,71;0,3;0,67;0,59;;0,44;0,22;0,24;0;0;0;1;0,96;0,81;0,67;0,52;0,6;0,45;0,49;1;0,62;0,56;0;0
RA-313;14;Feminino;Escola Pública;5,8;6,52;;3;N;750;108;11;0;0;1;1;7,5;7;5;4,1;4,7;5;Não;5,89;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,83;0,35;0,43;0,49;;0,87;0,56;0,59;0;0;1;1;0,75;0,7;0,33;0,41;0,47;0,5;0,45;0,33;0,5;0,58;0;0
RA-314;13;Feminino;Escola Pública;6,1;6,57;;3;N;708;98;10;0;0;1;1;5,4;5,4;5;5,3;4,3;3,3;Não;6;10;0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,83;0,3;0,48;0,5;;0,82;0,51;0,53;0;0;1;1;0,54;0,54;0,33;0,53;0,43;0,33;0,47;1;0,62;0,58;0;0
RA-315;13;Feminino;Escola Pública;5,67;7,23;;3;N;764;111;12;0;0;1;;6,7;5,1;7,5;3;3;4,2;Não;5,06;10;0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,21;0,3;0,41;0,62;;0,89;0,58;0,65;0;0;1;;0,67;0,51;0,67;0,3;0,3;0,42;0,34;1;0,62;0,63;0;0
RA-316;14;Feminino;Escola Pública;7,89;7,95;;3;N;174;28;2;1;0;1;1;10;10;6,9;6,1;7;6,5;Sim;8,39;5;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,29;0,35;0,76;0,75;;0,2;0,14;0,06;1;0;1;1;1;1;0,59;0,61;0,7;0,65;0,78;0,33;0,5;0,64;0;1
RA-317;13;Masculino;Escola Pública;7,04;7,33;;3;N;474;59;6;0;0;1;1;8,8;5,6;7,5;6,8;4,7;5,7;Não;5,94;10;0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,54;0,3;0,63;0,64;;0,55;0,3;0,29;0;0;1;1;0,88;0,56;0,67;0,68;0,47;0,57;0,46;1;0,62;0,67;1;0
RA-318;14;Feminino;Escola Pública;6,53;6,69;;3;N;640;83;9;1;0;1;1;8,3;6,9;6,9;5,8;4,3;5,8;Não;6,11;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,06;0,35;0,55;0,52;;0,74;0,43;0,47;1;0;1;1;0,83;0,69;0,59;0,58;0,43;0,58;0,48;0,33;0,5;0,61;0;0
RA-319;13;Masculino;Escola Pública;7,45;7,5;;3;N;336;37;4;1;0;1;1;9,2;7,7;7,5;5,2;6,3;4,3;Não;7,5;10;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,42;0,3;0,69;0,67;;0,39;0,19;0,18;1;0;1;1;0,92;0,77;0,67;0,52;0,63;0,43;0,67;1;0,62;0,66;1;0
RA-320;14;Feminino;Escola Pública;7,9;7,86;;3;N;170;27;1;1;0;1;1;8,8;10;6,9;6,4;7,3;6,3;Sim;8,67;5;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,76;0,35;0,76;0,73;;0,2;0,14;0;1;0;1;1;0,88;1;0,59;0,64;0,73;0,63;0,82;0,33;0,5;0,7;0;1
RA-321;12;Feminino;Escola Pública;7,79;7,85;;3;N;202;30;3;1;0;1;1;9,2;9,1;5,6;5,2;5,7;6,2;Não;8,28;10;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,24;0,25;0,74;0,73;;0,23;0,15;0,12;1;0;1;1;0,92;0,91;0,41;0,52;0,57;0,62;0,77;1;0,62;0,77;0;0
RA-322;13;Feminino;Escola Pública;6,86;7,4;;3;N;536;70;8;1;0;1;1;7,1;8,1;5;4,7;4,3;5,7;Não;6,78;10;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,48;0,3;0,6;0,65;;0,62;0,36;0,41;1;0;1;1;0,71;0,81;0,33;0,47;0,43;0,57;0,57;1;0,62;0,66;0;0
RA-323;13;Masculino;Escola Pública;6,86;7,26;;3;N;535;69;7;1;0;0;1;9,2;7,3;7,5;3,4;7,3;2,5;Não;6,61;10;0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,83;0,3;0,6;0,62;;0,62;0,36;0,35;1;0;0;1;0,92;0,73;0,67;0,34;0,73;0,25;0,55;1;0,62;0,58;1;0
RA-324;10;Feminino;Escola Pública;8,27;8,29;;2;A;66;6;1;0;0;0;;10;9,3;6,9;6,8;6,3;7,2;Sim;8,61;10;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,21;0,15;0,82;0,81;;0,08;0,03;0;0;0;0;;1;0,93;0,59;0,68;0,63;0,72;0,81;1;0,62;0,76;0;1
RA-325;10;Masculino;Escola Pública;7,62;7,42;;2;A;265;42;6;0;0;0;;9,5;6,8;7,5;6;6;6;Sim;8,44;10;0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,68;0,15;0,72;0,65;;0,31;0,21;0,29;0;0;0;;0,95;0,68;0,67;0,6;0,6;0,6;0,79;1;0,62;0,69;1;1
RA-326;12;Feminino;Escola Pública;8,22;7,98;;2;A;80;9;2;1;1;1;;10;9,7;5;9;8,7;9,3;Sim;8,94;5;-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,42;0,25;0,81;0,75;;0,09;0,04;0,06;1;1;1;;1;0,97;0,33;0,9;0,87;0,93;0,86;0,33;0,5;0,79;0;1
RA-327;11;Masculino;Escola Pública;6,99;7,26;;2;A;491;72;7;0;1;0;;8,5;8,8;7,5;2,8;2,3;3,2;Não;7,33;10;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,51;0,2;0,62;0,62;;0,57;0,37;0,35;0;1;0;;0,85;0,88;0,67;0,28;0,23;0,32;0,64;1;0,62;0,67;1;0
RA-328;12;Masculino;Escola Pública;6,82;6,79;;2;A;548;86;8;0;1;1;;10;7;7,5;5,3;4;6,5;Não;7,5;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,31;0,25;0,59;0,54;;0,64;0,45;0,41;0;1;1;;1;0,7;0,67;0,53;0,4;0,65;0,67;0,33;0,5;0,64;1;0
RA-329;11;Masculino;Escola Pública;6,31;6,85;;2;A;683;126;12;0;1;0;;7,4;6,9;4,4;5;3;7;Não;5,78;10;0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,64;0,2;0,51;0,55;;0,79;0,65;0,65;0;1;0;;0,74;0,69;0,25;0,5;0,3;0,7;0,44;1;0,62;0,55;1;0
RA-330;14;Feminino;Escola Pública;6,45;6,36;;2;A;651;116;11;0;1;0;;9,5;8,8;7,5;2,5;2,3;2,7;Não;7,06;5;-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,69;0,35;0,53;0,46;;0,75;0,6;0,59;0;1;0;;0,95;0,88;0,67;0,25;0,23;0,27;0,61;0,33;0,38;0,56;0;0
RA-331;12;Feminino;Escola Pública;6,64;6,36;;2;A;613;105;10;0;1;1;;9;8,7;7,5;3,7;2,3;5;Não;6,94;5;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,21;0,25;0,56;0,46;;0,71;0,54;0,53;0;1;1;;0,9;0,87;0,67;0,37;0,23;0,5;0,59;0,33;0,5;0,63;0;0
RA-332;13;Masculino;Rede Decisão;7,88;8;;2;A;176;27;5;1;1;1;;9,5;9;8,1;7,5;7,5;7,5;Sim;8,5;5;-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,46;0,3;0,76;0,76;;0,2;0,14;0,24;1;1;1;;0,95;0,9;0,75;0,75;0,75;0,75;0,8;0,33;0,5;0,79;1;1
RA-333;14;Masculino;Escola JP II;5,25;6,08;;2;A;807;153;13;0;1;0;;8;5,8;3,8;2,9;0,2;5,7;Não;6,72;5;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,41;0,35;0,35;0,41;;0,94;0,8;0,71;0;1;0;;0,8;0,58;0,17;0,29;0,02;0,57;0,56;0,33;0,38;0,52;1;0
RA-334;11;Feminino;Rede Decisão;7,96;8,02;;2;A;151;20;3;1;1;1;;6,9;9,2;4,4;8;7;9;Sim;8,72;10;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,09;0,2;0,77;0,76;;0,17;0,1;0,12;1;1;1;;0,69;0,92;0,25;0,8;0,7;0,9;0,83;1;0,62;0,75;0;1
RA-335;10;Masculino;Escola Pública;7,9;8,2;;2;A;168;25;4;0;0;0;;9,5;9,4;7,5;7,4;5,8;9;Não;6,83;10;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,67;0,15;0,76;0,79;;0,19;0,13;0,18;0;0;0;;0,95;0,94;0,67;0,74;0,58;0,9;0,58;1;0,62;0,69;1;0
RA-336;13;Masculino;Escola Pública;6,79;6,76;;2;A;560;87;9;0;1;0;;9,5;8,5;4,4;5,1;4,5;5,7;Não;7,89;5;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,49;0,3;0,59;0,54;;0,65;0,45;0,47;0;1;0;;0,95;0,85;0,25;0,51;0,45;0,57;0,72;0,33;0,5;0,67;1;0
RA-337;11;Masculino;Escola Pública;7,91;7,86;;2;B;163;22;3;0;1;0;;10;9,3;7,5;5,8;7,5;4;Não;7,61;10;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,94;0,2;0,76;0,73;;0,19;0,11;0,12;0;1;0;;1;0,93;0,67;0,58;0,75;0,4;0,68;1;0,62;0,73;1;0
RA-338;12;Masculino;Escola Pública;6,84;7,32;;2;B;544;84;10;0;1;0;;8,5;7,3;7,5;5,8;5,3;6,2;Não;7,61;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,02;0,25;0,59;0,64;;0,63;0,43;0,53;0;1;0;;0,85;0,73;0,67;0,58;0,53;0,62;0,68;0,33;0,5;0,74;1;0
RA-339;11;Feminino;Escola Pública;8,49;8,39;;2;B;36;3;1;1;1;1;;6,9;9,9;7,5;8,1;7,1;9,2;Sim;8,89;10;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,75;0,2;0,85;0,83;;0,04;0,01;0;1;1;1;;0,69;0,99;0,67;0,81;0,71;0,92;0,85;1;0,62;0,7;0;1
RA-340;11;Masculino;Escola Pública;7,72;8,01;;2;B;229;36;5;0;0;0;;9;8,2;7,5;6,5;6;7;Não;7,67;10;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,91;0,2;0,73;0,76;;0,26;0,18;0,24;0;0;0;;0,9;0,82;0,67;0,65;0,6;0,7;0,69;1;0,62;0,72;1;0
RA-341;12;Masculino;Escola Pública;6,85;7,33;;2;B;537;83;9;1;1;0;;8;7,7;7,5;5,8;5;6,5;Não;7,5;5;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,16;0,25;0,6;0,64;;0,62;0,43;0,47;1;1;0;;0,8;0,77;0,67;0,58;0,5;0,65;0,67;0,33;0,5;0,62;1;0
RA-342;14;Feminino;Escola Pública;6,94;7,02;;2;B;511;77;7;1;1;0;;9;6,7;7,5;6,6;5,5;7,7;Não;7,5;5;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,6;0,35;0,61;0,58;;0,59;0,4;0,35;1;1;0;;0,9;0,67;0,67;0,66;0,55;0,77;0,67;0,33;0,38;0,68;0;0
RA-343;14;Masculino;Escola Pública;6,9;6,71;;2;B;525;80;8;0;1;1;;9,5;7,4;7,5;5,9;4,2;7,7;Não;7,17;5;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,41;0,35;0,6;0,53;;0,61;0,41;0,41;0;1;1;;0,95;0,74;0,67;0,59;0,42;0,77;0,62;0,33;0,38;0,65;1;0
RA-344;11;Masculino;Escola Pública;7,26;7,68;;2;B;409;60;6;0;1;0;;8,5;8,3;7,5;4,5;2,3;6,7;Não;7,5;10;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,38;0,2;0,66;0,7;;0,47;0,31;0,29;0;1;0;;0,85;0,83;0,67;0,45;0,23;0,67;0,67;1;0,62;0,65;1;0
RA-345;13;Masculino;Escola Pública;5,75;6,18;;2;B;754;139;12;0;1;0;;9,5;5,4;5,6;3,6;1,3;5,8;Não;6,67;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,06;0,3;0,42;0,43;;0,87;0,72;0,65;0;1;0;;0,95;0,54;0,41;0,36;0,13;0,58;0,56;0,33;0,5;0,61;1;0
RA-346;10;Masculino;Escola Pública;8,14;8,3;;2;B;102;14;2;1;1;0;;10;9,1;7,5;7;6;8;Não;7,89;10;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,19;0,15;0,8;0,81;;0,12;0,07;0,06;1;1;0;;1;0,91;0,67;0,7;0,6;0,8;0,72;1;0,62;0,76;1;0
RA-347;12;Feminino;Escola Pública;7,91;8,07;;2;B;167;24;4;1;1;1;;9;10;5,6;8,5;8,5;8,5;Não;8;5;-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,44;0,25;0,76;0,77;;0,19;0,12;0,18;1;1;1;;0,9;1;0,41;0,85;0,85;0,85;0,73;0,33;0,5;0,79;0;0
RA-348;12;Masculino;Escola Pública;5,86;6,51;;2;B;741;135;11;0;0;0;;9;8,7;7,5;1,8;0,5;3;Não;5,83;5;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,62;0,25;0,44;0,49;;0,86;0,7;0,59;0;0;0;;0,9;0,87;0,67;0,18;0,05;0,3;0,44;0,33;0,5;0,55;1;0
RA-349;12;Masculino;Escola Pública;5,66;6,58;;2;B;770;143;13;0;1;0;;9,5;7,7;7,5;3,7;2,2;5,2;Não;3,94;5;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,34;0,25;0,41;0,5;;0,89;0,74;0,71;0;1;0;;0,95;0,77;0,67;0,37;0,22;0,52;0,19;0,33;0,5;0,51;1;0
RA-350;11;Feminino;Escola Pública;8,21;7,84;;2;D;84;10;2;1;0;0;;10;8,8;7,5;6,5;7;6;Sim;8,61;10;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,89;0,2;0,81;0,73;;0,1;0,05;0,06;1;0;0;;1;0,88;0,67;0,65;0,7;0,6;0,81;1;0,62;0,72;0;1
RA-351;14;Masculino;Escola Pública;6,62;6,52;;2;D;618;107;7;0;0;1;;9;7,2;7,5;4;3,2;4,8;Não;8,11;5;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,17;0,35;0,56;0,49;;0,72;0,55;0,35;0;0;1;;0,9;0,72;0,67;0,4;0,32;0,48;0,75;0,33;0,38;0,62;1;0
RA-352;11;Masculino;Escola Pública;7,83;7,95;;2;D;191;31;4;1;0;1;;9;8,1;5,6;7;7,3;6,7;Sim;8,39;10;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,23;0,2;0,75;0,75;;0,22;0,16;0,18;1;0;1;;0,9;0,81;0,41;0,7;0,73;0,67;0,78;1;0,62;0,76;1;1
RA-353;11;Feminino;Escola Pública;8,26;8,07;;2;D;69;7;1;1;0;1;;7;10;7,5;7,5;8;7;Sim;8,44;10;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,38;0,2;0,82;0,77;;0,08;0,03;0;1;0;1;;0,7;1;0,67;0,75;0,8;0,7;0,79;1;0,62;0,78;0;1
RA-354;13;Feminino;Escola Pública;5,86;6,3;;2;D;742;136;9;1;0;1;;8,5;4,3;7,5;4,5;2,8;6,2;Não;7,33;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,16;0,3;0,44;0,45;;0,86;0,71;0,47;1;0;1;;0,85;0,43;0,67;0,45;0,28;0,62;0,64;0,33;0,5;0,62;0;0
RA-355;12;Feminino;Escola Pública;5,38;6,04;;2;D;796;151;11;1;0;1;;5,8;5;7,5;4,5;5,5;3,5;Não;6,06;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,91;0,25;0,37;0,41;;0,92;0,79;0,59;1;0;1;;0,58;0,5;0,67;0,45;0,55;0,35;0,47;0,33;0,5;0,59;0;0
RA-356;12;Masculino;Escola Pública;6,69;6,73;;2;D;591;97;6;1;0;1;;10;8,4;5;4,6;5,3;3,8;Não;8,28;5;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,41;0,25;0,57;0,53;;0,69;0,5;0,29;1;0;1;;1;0,84;0,33;0,46;0,53;0,38;0,77;0,33;0,5;0,65;1;0
RA-357;12;Masculino;Escola Pública;7,84;8,22;;2;D;190;30;3;1;0;1;;8;9,6;7,5;8,5;10;7;Não;7,78;5;-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,6;0,25;0,75;0,8;;0,22;0,15;0,12;1;0;1;;0,8;0,96;0,67;0,85;1;0,7;0,7;0,33;0,5;0,68;1;0
RA-358;13;Masculino;Escola Pública;5,41;6,38;;2;D;795;150;10;1;0;1;;7,5;6,5;7,5;0;0;0;Não;7,56;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,48;0,3;0,37;0,47;;0,92;0,78;0,53;1;0;1;;0,75;0,65;0,67;0;0;0;0,67;0,33;0,5;0,66;1;0
RA-359;12;Feminino;Escola Pública;6,61;6,52;;2;D;625;108;8;0;0;1;;9;7;7,5;4,6;3,3;5,8;Não;7,5;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,2;0,25;0,56;0,49;;0,72;0,56;0,41;0;0;1;;0,9;0,7;0,67;0,46;0,33;0,58;0,67;0,33;0,5;0,63;0;0
RA-360;12;Feminino;Escola Pública;7,08;6,75;;2;D;463;70;5;1;0;1;;9,5;8,5;7,5;5,2;4,7;5,7;Não;7,5;5;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,9;0,25;0,63;0,53;;0,54;0,36;0,24;1;0;1;;0,95;0,85;0,67;0,52;0,47;0,57;0,67;0,33;0,5;0,72;0;0
RA-361;13;Feminino;Escola Pública;6,73;7,33;;2;F;576;93;16;0;0;0;;7,9;9,2;6,3;5;4;6;Não;6,78;5;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,39;0,3;0,58;0,64;;0,67;0,48;0,88;0;0;0;;0,79;0,92;0,51;0,5;0,4;0,6;0,57;0,33;0,5;0,65;0;0
RA-362;12;Feminino;Escola Pública;7,41;8,01;;2;F;350;51;7;0;1;1;;8,5;7,9;7,5;7,9;6,5;9,3;Não;7,5;5;-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,16;0,25;0,68;0,76;;0,41;0,26;0,35;0;1;1;;0,85;0,79;0,67;0,79;0,65;0,93;0,67;0,33;0,5;0,75;0;0
RA-363;12;Masculino;Escola Pública;6,64;6,84;;2;F;610;104;17;0;0;0;;10;10;6,9;2;1;3;Não;7,06;5;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,08;0,25;0,56;0,55;;0,71;0,54;0,94;0;0;0;;1;1;0,59;0,2;0,1;0,3;0,61;0,33;0,5;0,61;1;0
RA-364;11;Masculino;Escola Pública;8,75;8,59;;2;F;12;1;1;1;0;1;;9,5;10;7,5;8,8;9,5;8;Não;8,17;10;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,6;0,2;0,89;0,86;;0,01;0;0;1;0;1;;0,95;1;0,67;0,88;0,95;0,8;0,75;1;0,62;0,81;1;0
